car_count,timestamp
37,18/09/2012 12:50:05
36,18/09/2012 12:55:05
36,18/09/2012 13:00:06
37,18/09/2012 13:05:06
38,18/09/2012 13:10:06
40,18/09/2012 13:15:06
42,18/09/2012 13:20:06
42,18/09/2012 13:25:07
48,18/09/2012 13:30:07
49,18/09/2012 13:35:07
49,18/09/2012 13:40:07
52,18/09/2012 13:45:08
53,18/09/2012 13:50:08
54,18/09/2012 13:55:08
56,18/09/2012 14:00:08
59,18/09/2012 14:05:08
59,18/09/2012 14:10:09
61,18/09/2012 14:15:09
65,18/09/2012 14:20:09
65,18/09/2012 14:25:09
67,18/09/2012 14:30:09
69,18/09/2012 14:35:10
67,18/09/2012 14:40:10
68,18/09/2012 14:45:10
69,18/09/2012 14:50:10
69,18/09/2012 14:55:11
70,18/09/2012 15:00:11
71,18/09/2012 15:05:11
73,18/09/2012 15:10:11
72,18/09/2012 15:15:12
72,18/09/2012 15:20:12
73,18/09/2012 15:25:12
74,18/09/2012 15:30:13
74,18/09/2012 15:35:13
74,18/09/2012 15:40:13
75,18/09/2012 15:45:13
75,18/09/2012 15:50:13
75,18/09/2012 15:55:14
75,18/09/2012 16:00:14
74,18/09/2012 16:05:14
74,18/09/2012 16:10:14
73,18/09/2012 16:15:14
72,18/09/2012 16:20:15
73,18/09/2012 16:25:15
74,18/09/2012 16:30:15
74,18/09/2012 16:35:15
73,18/09/2012 16:40:16
72,18/09/2012 16:45:16
71,18/09/2012 16:50:16
72,18/09/2012 16:55:16
72,18/09/2012 17:00:17
70,18/09/2012 17:05:17
69,18/09/2012 17:10:17
69,18/09/2012 17:15:17
70,18/09/2012 17:20:17
70,18/09/2012 17:25:18
73,18/09/2012 17:30:18
74,18/09/2012 17:35:18
71,18/09/2012 17:40:18
70,18/09/2012 17:45:19
69,18/09/2012 17:50:19
68,18/09/2012 17:55:19
69,18/09/2012 18:00:19
76,18/09/2012 18:05:19
83,18/09/2012 18:10:20
1,19/09/2012 05:55:47
1,19/09/2012 06:00:47
1,19/09/2012 06:05:48
1,19/09/2012 06:10:48
2,19/09/2012 06:15:48
2,19/09/2012 06:20:48
2,19/09/2012 06:25:48
2,19/09/2012 06:30:49
3,19/09/2012 06:35:49
3,19/09/2012 06:40:49
4,19/09/2012 06:45:49
6,19/09/2012 06:50:49
8,19/09/2012 06:55:50
9,19/09/2012 07:00:50
13,19/09/2012 07:05:50
14,19/09/2012 07:10:50
18,19/09/2012 07:15:50
23,19/09/2012 07:20:51
32,19/09/2012 07:25:51
45,19/09/2012 07:30:51
63,19/09/2012 07:35:51
81,19/09/2012 07:40:51
89,19/09/2012 07:45:52
89,19/09/2012 07:50:52
89,19/09/2012 07:55:52
89,19/09/2012 08:00:52
89,19/09/2012 08:05:52
89,19/09/2012 08:10:53
89,19/09/2012 08:15:53
89,19/09/2012 08:20:53
90,19/09/2012 09:13:25
90,19/09/2012 09:18:25
90,19/09/2012 09:23:25
90,19/09/2012 09:28:25
90,19/09/2012 09:33:25
90,19/09/2012 09:38:26
91,19/09/2012 09:43:26
90,19/09/2012 09:48:26
90,19/09/2012 09:53:26
90,19/09/2012 09:58:27
90,19/09/2012 10:03:27
89,19/09/2012 10:08:27
89,19/09/2012 10:13:27
89,19/09/2012 10:18:28
87,19/09/2012 10:23:28
85,19/09/2012 10:28:28
87,19/09/2012 10:33:28
87,19/09/2012 10:38:29
88,19/09/2012 10:43:29
88,19/09/2012 10:48:29
87,19/09/2012 10:53:29
84,19/09/2012 10:58:30
82,19/09/2012 11:03:30
77,19/09/2012 11:08:30
75,19/09/2012 11:13:30
71,19/09/2012 11:18:31
67,19/09/2012 11:23:31
67,19/09/2012 11:28:31
63,19/09/2012 11:33:31
60,19/09/2012 11:38:31
61,19/09/2012 11:43:31
59,19/09/2012 11:48:32
58,19/09/2012 11:53:32
56,19/09/2012 11:58:32
55,19/09/2012 12:03:32
52,19/09/2012 12:08:32
48,19/09/2012 12:13:33
45,19/09/2012 12:18:33
44,19/09/2012 12:23:33
42,19/09/2012 12:28:33
42,19/09/2012 12:33:34
39,19/09/2012 12:38:34
40,19/09/2012 12:43:34
38,19/09/2012 12:48:34
40,19/09/2012 12:53:34
43,19/09/2012 12:58:35
42,19/09/2012 13:03:35
42,19/09/2012 13:08:35
43,19/09/2012 13:13:35
45,19/09/2012 13:18:36
47,19/09/2012 13:23:36
49,19/09/2012 13:28:36
51,19/09/2012 13:33:36
55,19/09/2012 13:38:36
59,19/09/2012 13:43:37
61,19/09/2012 13:48:37
62,19/09/2012 13:53:37
70,19/09/2012 13:58:37
72,19/09/2012 14:03:38
71,19/09/2012 14:08:38
71,19/09/2012 14:13:38
74,19/09/2012 14:18:38
75,19/09/2012 14:23:38
77,19/09/2012 14:28:39
77,19/09/2012 14:33:39
79,19/09/2012 14:38:39
80,19/09/2012 14:43:39
81,19/09/2012 14:48:39
80,19/09/2012 14:53:40
82,19/09/2012 14:58:40
84,19/09/2012 15:03:40
84,19/09/2012 15:08:40
84,19/09/2012 15:13:40
82,19/09/2012 15:18:41
81,19/09/2012 15:23:41
81,19/09/2012 15:28:41
81,19/09/2012 15:33:41
82,19/09/2012 15:38:41
80,19/09/2012 15:43:42
82,19/09/2012 15:48:42
82,19/09/2012 15:53:42
82,19/09/2012 15:58:42
84,19/09/2012 16:03:42
82,19/09/2012 16:08:43
81,19/09/2012 16:13:43
83,19/09/2012 16:18:43
83,19/09/2012 16:23:43
82,19/09/2012 16:28:44
82,19/09/2012 16:33:44
84,19/09/2012 16:38:44
84,19/09/2012 16:43:44
81,19/09/2012 16:48:44
81,19/09/2012 16:53:44
79,19/09/2012 16:58:45
78,19/09/2012 17:03:45
77,19/09/2012 17:08:45
78,19/09/2012 17:13:45
77,19/09/2012 17:18:45
77,19/09/2012 17:23:46
73,19/09/2012 17:28:46
71,19/09/2012 17:33:46
68,19/09/2012 17:38:46
65,19/09/2012 17:43:46
60,19/09/2012 17:48:47
57,19/09/2012 17:53:47
61,19/09/2012 17:58:47
64,19/09/2012 18:03:47
1,20/09/2012 05:54:13
1,20/09/2012 05:59:13
1,20/09/2012 06:04:13
1,20/09/2012 06:09:14
1,20/09/2012 06:14:14
1,20/09/2012 06:19:14
1,20/09/2012 06:24:14
1,20/09/2012 06:29:14
1,20/09/2012 06:34:15
2,20/09/2012 06:39:15
2,20/09/2012 06:44:15
2,20/09/2012 06:49:15
4,20/09/2012 06:54:15
6,20/09/2012 06:59:16
9,20/09/2012 07:04:16
12,20/09/2012 07:09:16
14,20/09/2012 07:14:16
18,20/09/2012 07:19:16
21,20/09/2012 07:24:17
32,20/09/2012 07:29:17
43,20/09/2012 07:34:17
55,20/09/2012 07:39:17
61,20/09/2012 07:44:17
69,20/09/2012 07:49:18
77,20/09/2012 07:54:18
83,20/09/2012 07:59:18
86,20/09/2012 08:04:18
88,20/09/2012 08:09:19
88,20/09/2012 08:14:19
88,20/09/2012 08:19:19
88,20/09/2012 08:24:19
88,20/09/2012 08:29:19
87,20/09/2012 08:34:20
87,20/09/2012 08:39:20
88,20/09/2012 08:44:20
88,20/09/2012 08:49:20
89,20/09/2012 08:54:21
91,20/09/2012 08:59:21
91,20/09/2012 09:04:21
93,20/09/2012 09:09:21
94,20/09/2012 09:14:22
94,20/09/2012 09:19:22
93,20/09/2012 09:24:22
94,20/09/2012 09:29:22
94,20/09/2012 09:34:23
94,20/09/2012 09:39:23
93,20/09/2012 09:44:23
93,20/09/2012 09:49:23
95,20/09/2012 09:54:23
95,20/09/2012 09:59:24
93,20/09/2012 10:04:24
95,20/09/2012 10:09:24
96,20/09/2012 10:14:24
95,20/09/2012 10:19:25
96,20/09/2012 10:24:25
96,20/09/2012 10:29:25
96,20/09/2012 10:34:25
96,20/09/2012 10:39:26
96,20/09/2012 10:44:26
96,20/09/2012 10:49:26
94,20/09/2012 10:54:26
96,20/09/2012 10:59:26
93,20/09/2012 11:04:27
92,20/09/2012 11:09:27
87,20/09/2012 11:14:27
87,20/09/2012 11:19:27
85,20/09/2012 11:24:28
82,20/09/2012 11:29:28
81,20/09/2012 11:34:28
79,20/09/2012 11:39:28
77,20/09/2012 11:44:29
74,20/09/2012 11:49:29
69,20/09/2012 11:54:29
65,20/09/2012 11:59:29
58,20/09/2012 12:04:29
58,20/09/2012 12:09:30
55,20/09/2012 12:14:30
52,20/09/2012 12:19:30
49,20/09/2012 12:24:30
49,20/09/2012 12:29:31
48,20/09/2012 12:34:31
45,20/09/2012 12:39:31
45,20/09/2012 12:44:31
45,20/09/2012 12:49:32
44,20/09/2012 12:54:32
46,20/09/2012 12:59:32
45,20/09/2012 13:04:32
47,20/09/2012 13:09:32
46,20/09/2012 13:14:33
47,20/09/2012 13:19:33
47,20/09/2012 13:24:33
48,20/09/2012 13:29:33
48,20/09/2012 13:34:33
49,20/09/2012 13:39:34
53,20/09/2012 13:44:34
55,20/09/2012 13:49:34
56,20/09/2012 13:54:34
58,20/09/2012 13:59:34
61,20/09/2012 14:04:35
64,20/09/2012 14:09:35
62,20/09/2012 14:14:35
64,20/09/2012 14:19:35
65,20/09/2012 14:24:35
67,20/09/2012 14:29:36
70,20/09/2012 14:34:36
72,20/09/2012 14:39:36
71,20/09/2012 14:44:36
72,20/09/2012 14:49:36
73,20/09/2012 14:54:37
72,20/09/2012 14:59:37
75,20/09/2012 15:04:37
76,20/09/2012 15:09:37
76,20/09/2012 15:14:38
76,20/09/2012 15:19:38
74,20/09/2012 15:24:38
74,20/09/2012 15:29:38
72,20/09/2012 15:34:38
73,20/09/2012 15:39:39
73,20/09/2012 15:44:39
76,20/09/2012 15:49:39
76,20/09/2012 15:54:39
77,20/09/2012 15:59:39
76,20/09/2012 16:04:39
77,20/09/2012 16:09:40
77,20/09/2012 16:14:40
78,20/09/2012 16:19:40
78,20/09/2012 16:24:40
78,20/09/2012 16:29:40
77,20/09/2012 16:34:40
76,20/09/2012 16:39:41
78,20/09/2012 16:44:41
78,20/09/2012 16:49:41
80,20/09/2012 16:54:41
81,20/09/2012 16:59:41
78,20/09/2012 17:04:42
79,20/09/2012 17:09:42
78,20/09/2012 17:14:42
77,20/09/2012 17:19:42
79,20/09/2012 17:24:43
78,20/09/2012 17:29:43
76,20/09/2012 17:34:43
76,20/09/2012 17:39:43
74,20/09/2012 17:44:44
68,20/09/2012 17:49:44
66,20/09/2012 17:54:44
69,20/09/2012 17:59:44
68,20/09/2012 18:04:44
69,20/09/2012 18:09:45
77,20/09/2012 18:14:45
1,21/09/2012 06:10:10
1,21/09/2012 06:15:11
2,21/09/2012 06:20:11
2,21/09/2012 06:25:11
2,21/09/2012 06:30:11
2,21/09/2012 06:35:11
3,21/09/2012 06:40:11
3,21/09/2012 06:45:12
3,21/09/2012 06:50:12
4,21/09/2012 06:55:12
5,21/09/2012 07:00:12
6,21/09/2012 07:05:12
7,21/09/2012 07:10:13
10,21/09/2012 07:15:13
13,21/09/2012 07:20:13
15,21/09/2012 07:25:14
18,21/09/2012 07:30:14
29,21/09/2012 07:35:14
46,21/09/2012 07:40:14
59,21/09/2012 07:45:14
64,21/09/2012 07:50:15
72,21/09/2012 07:55:15
79,21/09/2012 08:00:15
88,21/09/2012 08:05:15
89,21/09/2012 08:10:15
89,21/09/2012 08:15:16
89,21/09/2012 08:20:16
89,21/09/2012 08:25:16
90,21/09/2012 08:30:16
90,21/09/2012 08:35:16
90,21/09/2012 08:40:17
90,21/09/2012 08:45:17
90,21/09/2012 08:50:17
91,21/09/2012 08:55:17
91,21/09/2012 09:00:17
91,21/09/2012 09:05:18
91,21/09/2012 09:10:18
91,21/09/2012 09:15:18
91,21/09/2012 09:20:18
91,21/09/2012 09:25:19
91,21/09/2012 09:30:19
91,21/09/2012 09:35:19
91,21/09/2012 09:40:19
90,21/09/2012 09:45:19
90,21/09/2012 09:50:20
91,21/09/2012 09:55:20
91,21/09/2012 10:00:20
91,21/09/2012 10:05:20
91,21/09/2012 10:10:21
91,21/09/2012 10:15:21
91,21/09/2012 10:20:21
90,21/09/2012 10:25:21
91,21/09/2012 10:30:21
91,21/09/2012 10:35:22
91,21/09/2012 10:40:22
93,21/09/2012 10:45:22
92,21/09/2012 10:50:22
93,21/09/2012 10:55:23
92,21/09/2012 11:00:23
91,21/09/2012 11:05:23
92,21/09/2012 11:10:23
90,21/09/2012 11:15:23
90,21/09/2012 11:20:24
88,21/09/2012 11:25:24
85,21/09/2012 11:30:24
82,21/09/2012 11:35:24
80,21/09/2012 11:40:24
79,21/09/2012 11:45:24
76,21/09/2012 11:50:25
70,21/09/2012 11:55:25
63,21/09/2012 12:00:25
56,21/09/2012 12:05:25
55,21/09/2012 12:10:25
54,21/09/2012 12:15:26
53,21/09/2012 12:20:26
51,21/09/2012 12:25:26
48,21/09/2012 12:30:26
46,21/09/2012 12:35:26
44,21/09/2012 12:40:27
43,21/09/2012 12:45:27
42,21/09/2012 12:50:27
43,21/09/2012 12:55:27
44,21/09/2012 13:00:27
41,21/09/2012 13:05:27
37,21/09/2012 13:10:28
38,21/09/2012 13:15:28
40,21/09/2012 13:20:28
43,21/09/2012 13:25:28
44,21/09/2012 13:30:28
44,21/09/2012 13:35:29
45,21/09/2012 13:40:29
50,21/09/2012 13:45:29
50,21/09/2012 13:50:29
51,21/09/2012 13:55:29
54,21/09/2012 14:00:30
60,21/09/2012 14:05:30
61,21/09/2012 14:10:30
62,21/09/2012 14:15:30
64,21/09/2012 14:20:31
68,21/09/2012 14:25:31
69,21/09/2012 14:30:31
68,21/09/2012 14:35:31
68,21/09/2012 14:40:32
68,21/09/2012 14:45:32
69,21/09/2012 14:50:32
68,21/09/2012 14:55:32
66,21/09/2012 15:00:32
67,21/09/2012 15:05:33
66,21/09/2012 15:10:33
67,21/09/2012 15:15:33
67,21/09/2012 15:20:34
68,21/09/2012 15:25:34
67,21/09/2012 15:30:34
70,21/09/2012 15:35:34
67,21/09/2012 15:40:34
65,21/09/2012 15:45:35
64,21/09/2012 15:50:35
67,21/09/2012 15:55:35
65,21/09/2012 16:00:35
64,21/09/2012 16:05:35
64,21/09/2012 16:10:36
65,21/09/2012 16:15:36
64,21/09/2012 16:20:36
65,21/09/2012 16:25:36
64,21/09/2012 16:30:37
63,21/09/2012 16:35:37
62,21/09/2012 16:40:37
0,28/09/2012 05:45:56
0,28/09/2012 05:50:57
1,28/09/2012 05:55:57
1,28/09/2012 06:00:57
1,28/09/2012 06:05:57
1,28/09/2012 06:10:58
2,28/09/2012 06:15:58
2,28/09/2012 06:20:58
2,28/09/2012 06:25:58
2,28/09/2012 06:30:58
2,28/09/2012 06:35:59
3,28/09/2012 06:40:59
2,28/09/2012 06:45:59
3,28/09/2012 06:50:59
6,28/09/2012 06:55:59
8,28/09/2012 07:01:00
10,28/09/2012 07:06:00
11,28/09/2012 07:11:00
13,28/09/2012 07:16:00
15,28/09/2012 07:21:00
18,28/09/2012 07:26:01
25,28/09/2012 07:31:01
32,28/09/2012 07:36:01
42,28/09/2012 07:41:01
47,28/09/2012 07:46:02
55,28/09/2012 07:51:02
59,28/09/2012 07:56:02
67,28/09/2012 08:01:02
73,28/09/2012 08:06:02
77,28/09/2012 08:11:03
81,28/09/2012 08:16:03
85,28/09/2012 08:21:03
87,28/09/2012 08:26:04
90,28/09/2012 08:31:04
92,28/09/2012 08:36:04
91,28/09/2012 08:41:04
91,28/09/2012 08:46:04
92,28/09/2012 08:51:05
93,28/09/2012 08:56:05
92,28/09/2012 09:01:05
93,28/09/2012 09:06:05
93,28/09/2012 09:11:06
94,28/09/2012 09:16:06
95,28/09/2012 09:21:06
97,28/09/2012 09:26:06
97,28/09/2012 09:31:07
97,28/09/2012 09:36:07
97,28/09/2012 09:41:07
97,28/09/2012 09:46:07
97,28/09/2012 09:51:08
97,28/09/2012 09:56:08
96,28/09/2012 10:01:08
95,28/09/2012 10:06:08
95,28/09/2012 10:11:09
94,28/09/2012 10:16:09
96,28/09/2012 10:21:09
95,28/09/2012 10:26:09
93,28/09/2012 10:31:09
93,28/09/2012 10:36:10
92,28/09/2012 10:41:10
89,28/09/2012 10:46:10
89,28/09/2012 10:51:10
89,28/09/2012 10:56:11
88,28/09/2012 11:01:11
88,28/09/2012 11:06:11
84,28/09/2012 11:11:12
82,28/09/2012 11:16:12
80,28/09/2012 11:21:12
77,28/09/2012 11:26:12
76,28/09/2012 11:31:12
75,28/09/2012 11:36:12
73,28/09/2012 11:41:13
70,28/09/2012 11:46:13
66,28/09/2012 11:51:13
62,28/09/2012 11:56:13
60,28/09/2012 12:01:14
55,28/09/2012 12:06:14
51,28/09/2012 12:11:14
51,28/09/2012 12:16:14
52,28/09/2012 12:21:15
50,28/09/2012 12:26:15
49,28/09/2012 12:31:15
47,28/09/2012 12:36:15
42,28/09/2012 12:41:16
42,28/09/2012 12:46:16
43,28/09/2012 12:51:16
45,28/09/2012 12:56:16
41,28/09/2012 13:01:16
41,28/09/2012 13:06:17
46,28/09/2012 13:11:17
46,28/09/2012 13:16:17
48,28/09/2012 13:21:17
48,28/09/2012 13:26:18
52,28/09/2012 13:31:18
53,28/09/2012 13:36:18
56,28/09/2012 13:41:18
58,28/09/2012 13:46:18
60,28/09/2012 13:51:18
65,28/09/2012 13:56:19
65,28/09/2012 14:01:19
64,28/09/2012 14:06:19
66,28/09/2012 14:11:19
68,28/09/2012 14:16:20
71,28/09/2012 14:21:20
74,28/09/2012 14:26:20
74,28/09/2012 14:31:20
74,28/09/2012 14:36:21
75,28/09/2012 14:41:21
74,28/09/2012 14:46:21
74,28/09/2012 14:51:21
74,28/09/2012 14:56:21
74,28/09/2012 15:01:22
75,28/09/2012 15:06:22
75,28/09/2012 15:11:22
75,28/09/2012 15:16:22
73,28/09/2012 15:21:23
71,28/09/2012 15:26:23
72,28/09/2012 15:31:23
74,28/09/2012 15:36:23
74,28/09/2012 15:41:24
74,28/09/2012 15:46:24
71,28/09/2012 15:51:24
71,28/09/2012 15:56:24
70,28/09/2012 16:01:25
69,28/09/2012 16:06:25
70,28/09/2012 16:11:25
70,28/09/2012 16:16:25
72,28/09/2012 16:21:26
71,28/09/2012 16:26:26
70,28/09/2012 16:31:26
72,28/09/2012 16:36:26
70,28/09/2012 16:41:26
69,28/09/2012 16:46:27
71,28/09/2012 16:51:27
73,28/09/2012 16:56:27
72,28/09/2012 17:01:27
67,28/09/2012 17:06:28
67,28/09/2012 17:11:28
66,28/09/2012 17:16:28
64,28/09/2012 17:21:28
63,28/09/2012 17:26:29
61,28/09/2012 17:31:29
59,28/09/2012 17:36:29
56,28/09/2012 17:41:29
52,28/09/2012 17:46:29
50,28/09/2012 17:51:30
48,28/09/2012 17:56:30
48,28/09/2012 18:01:30
49,28/09/2012 18:06:30
48,28/09/2012 18:11:31
0,29/09/2012 05:47:02
0,29/09/2012 05:52:02
0,29/09/2012 05:57:02
0,29/09/2012 06:02:02
0,29/09/2012 06:07:03
0,29/09/2012 06:12:03
0,29/09/2012 06:17:03
0,29/09/2012 06:22:03
0,29/09/2012 06:27:03
0,29/09/2012 06:32:04
0,29/09/2012 06:37:04
0,29/09/2012 06:42:04
0,29/09/2012 06:47:04
0,29/09/2012 06:52:04
0,29/09/2012 06:57:05
0,29/09/2012 07:02:05
0,29/09/2012 07:07:05
0,29/09/2012 07:12:05
1,29/09/2012 07:17:06
1,29/09/2012 07:22:06
90,05/10/2012 08:17:49
90,05/10/2012 08:22:49
89,05/10/2012 08:27:49
90,05/10/2012 08:32:49
90,05/10/2012 08:37:50
90,05/10/2012 08:42:50
90,05/10/2012 08:47:50
90,05/10/2012 08:52:50
90,05/10/2012 08:57:51
89,05/10/2012 09:02:51
81,09/10/2012 07:58:42
86,09/10/2012 08:03:42
88,09/10/2012 08:08:43
90,09/10/2012 08:13:43
91,09/10/2012 08:18:43
92,09/10/2012 08:23:43
93,09/10/2012 08:28:44
94,09/10/2012 08:33:44
95,09/10/2012 08:38:44
95,09/10/2012 08:43:44
95,09/10/2012 08:48:45
96,09/10/2012 08:53:45
96,09/10/2012 08:58:45
95,09/10/2012 09:03:45
96,09/10/2012 09:08:45
24,11/10/2012 07:36:48
35,11/10/2012 07:41:49
43,11/10/2012 07:46:49
55,11/10/2012 07:51:49
61,11/10/2012 07:56:02
61,11/10/2012 07:56:07
61,11/10/2012 07:56:12
61,11/10/2012 07:56:18
61,11/10/2012 07:56:23
61,11/10/2012 07:56:28
61,11/10/2012 07:56:34
61,11/10/2012 07:56:39
62,11/10/2012 07:56:44
62,11/10/2012 07:56:49
62,11/10/2012 07:56:55
62,11/10/2012 07:57:00
62,11/10/2012 07:57:05
63,11/10/2012 07:57:11
63,11/10/2012 07:57:16
63,11/10/2012 07:57:21
63,11/10/2012 07:57:27
63,11/10/2012 07:57:32
63,11/10/2012 07:57:37
63,11/10/2012 07:57:43
63,11/10/2012 07:57:48
63,11/10/2012 07:57:53
63,11/10/2012 07:57:59
63,11/10/2012 07:58:04
63,11/10/2012 07:58:10
63,11/10/2012 07:58:15
63,11/10/2012 07:58:20
63,11/10/2012 07:58:26
63,11/10/2012 07:58:31
63,11/10/2012 07:58:36
63,11/10/2012 07:58:42
63,11/10/2012 07:58:47
63,11/10/2012 07:58:52
65,11/10/2012 07:58:58
65,11/10/2012 07:59:03
65,11/10/2012 07:59:08
65,11/10/2012 07:59:13
65,11/10/2012 07:59:19
65,11/10/2012 07:59:24
65,11/10/2012 07:59:29
65,11/10/2012 07:59:35
65,11/10/2012 07:59:40
66,11/10/2012 07:59:45
66,11/10/2012 07:59:51
67,11/10/2012 07:59:56
67,11/10/2012 08:00:01
67,11/10/2012 08:00:07
69,11/10/2012 08:00:12
68,11/10/2012 08:00:17
68,11/10/2012 08:00:23
69,11/10/2012 08:00:28
69,11/10/2012 08:00:33
69,11/10/2012 08:00:39
70,11/10/2012 08:00:44
70,11/10/2012 08:00:49
70,11/10/2012 08:00:54
71,11/10/2012 08:01:00
77,11/10/2012 08:06:32
84,11/10/2012 08:11:32
88,11/10/2012 08:16:32
89,11/10/2012 08:21:32
93,11/10/2012 08:26:33
94,11/10/2012 08:31:33
94,11/10/2012 08:36:33
94,11/10/2012 08:41:33
94,11/10/2012 08:46:33
94,11/10/2012 08:51:34
93,11/10/2012 08:56:34
96,11/10/2012 09:01:34
96,11/10/2012 09:06:34
96,11/10/2012 09:11:35
97,11/10/2012 09:16:35
97,11/10/2012 09:21:35
96,11/10/2012 09:26:35
96,11/10/2012 09:31:35
94,11/10/2012 09:36:36
91,11/10/2012 09:41:36
91,11/10/2012 09:46:36
93,11/10/2012 09:51:36
92,11/10/2012 09:56:37
90,11/10/2012 10:01:37
91,11/10/2012 10:06:37
91,11/10/2012 10:11:37
90,11/10/2012 10:16:37
92,11/10/2012 10:21:38
92,11/10/2012 10:26:38
93,11/10/2012 10:31:38
94,11/10/2012 10:36:38
92,11/10/2012 10:41:39
91,11/10/2012 10:46:39
91,11/10/2012 10:51:39
90,11/10/2012 10:56:39
90,11/10/2012 11:01:40
86,11/10/2012 11:06:40
84,11/10/2012 11:11:40
83,11/10/2012 11:16:41
82,11/10/2012 11:21:41
83,11/10/2012 11:26:41
79,11/10/2012 11:31:41
76,11/10/2012 11:36:41
73,11/10/2012 11:41:42
71,11/10/2012 11:46:42
68,11/10/2012 11:51:42
65,11/10/2012 11:56:42
65,11/10/2012 12:01:42
61,11/10/2012 12:06:43
58,11/10/2012 12:11:43
53,11/10/2012 12:16:43
50,11/10/2012 12:21:43
49,11/10/2012 12:26:44
48,11/10/2012 12:31:44
46,11/10/2012 12:36:44
45,11/10/2012 12:41:44
44,11/10/2012 12:46:44
42,11/10/2012 12:51:44
42,11/10/2012 12:56:45
42,11/10/2012 13:01:45
41,11/10/2012 13:06:45
40,11/10/2012 13:11:45
43,11/10/2012 13:16:46
43,11/10/2012 13:21:46
45,11/10/2012 13:26:46
49,11/10/2012 13:31:46
53,11/10/2012 13:36:46
55,11/10/2012 13:41:47
57,11/10/2012 13:46:47
59,11/10/2012 13:51:47
61,11/10/2012 13:56:47
66,11/10/2012 14:01:47
67,11/10/2012 14:06:48
68,11/10/2012 14:11:48
70,11/10/2012 14:16:48
69,11/10/2012 14:21:48
71,11/10/2012 14:26:48
72,11/10/2012 14:31:49
73,11/10/2012 14:36:49
73,11/10/2012 14:41:49
73,11/10/2012 14:46:49
73,11/10/2012 14:51:49
73,11/10/2012 14:56:50
71,11/10/2012 15:01:50
71,11/10/2012 15:06:50
70,11/10/2012 15:11:50
71,11/10/2012 15:16:50
71,11/10/2012 15:21:51
71,11/10/2012 15:26:51
70,11/10/2012 15:31:51
69,11/10/2012 15:36:51
46,11/10/2012 15:41:51
44,11/10/2012 15:46:51
36,11/10/2012 15:51:52
70,11/10/2012 15:56:52
71,11/10/2012 16:01:52
70,11/10/2012 16:06:52
70,11/10/2012 16:11:52
69,11/10/2012 16:16:53
69,11/10/2012 16:21:53
69,11/10/2012 16:26:53
68,11/10/2012 16:31:53
67,11/10/2012 16:36:53
66,11/10/2012 16:41:54
64,11/10/2012 16:46:54
62,11/10/2012 16:51:54
63,11/10/2012 16:56:54
60,11/10/2012 17:01:55
60,11/10/2012 17:06:55
59,11/10/2012 17:11:55
58,11/10/2012 17:16:55
56,11/10/2012 17:21:56
54,11/10/2012 17:26:56
52,11/10/2012 17:31:56
52,11/10/2012 17:36:56
51,11/10/2012 17:41:56
48,11/10/2012 17:46:57
47,11/10/2012 17:51:57
46,11/10/2012 17:56:57
44,11/10/2012 18:01:57
43,11/10/2012 18:06:58
39,11/10/2012 18:11:58
33,11/10/2012 18:16:58
31,11/10/2012 18:21:58
0,12/10/2012 05:32:28
0,12/10/2012 05:37:28
0,12/10/2012 05:42:29
0,12/10/2012 05:47:29
0,12/10/2012 05:52:29
0,12/10/2012 05:57:29
0,12/10/2012 06:02:29
0,12/10/2012 06:07:30
0,12/10/2012 06:12:30
0,12/10/2012 06:17:30
0,12/10/2012 06:22:30
0,12/10/2012 06:27:31
0,12/10/2012 06:32:31
0,12/10/2012 06:37:31
0,12/10/2012 06:42:31
0,12/10/2012 06:47:31
0,12/10/2012 06:52:32
0,12/10/2012 06:57:32
0,12/10/2012 07:02:32
0,12/10/2012 07:07:32
0,12/10/2012 07:12:33
0,12/10/2012 07:17:33
0,12/10/2012 07:22:33
0,12/10/2012 07:27:33
0,12/10/2012 07:32:33
0,12/10/2012 07:37:34
0,12/10/2012 07:42:34
0,12/10/2012 07:47:34
0,12/10/2012 07:52:34
0,12/10/2012 07:57:34
0,12/10/2012 08:02:35
0,12/10/2012 08:07:35
0,12/10/2012 08:12:35
0,12/10/2012 08:17:35
0,12/10/2012 08:22:35
0,12/10/2012 08:27:36
0,12/10/2012 08:32:36
0,12/10/2012 08:37:36
0,12/10/2012 08:42:36
0,12/10/2012 08:47:36
0,12/10/2012 08:52:37
0,12/10/2012 08:57:37
0,12/10/2012 09:02:37
0,12/10/2012 09:07:37
0,12/10/2012 09:12:38
0,12/10/2012 09:17:38
0,12/10/2012 09:22:38
0,12/10/2012 09:27:38
0,12/10/2012 09:32:39
0,12/10/2012 09:37:39
0,12/10/2012 09:42:39
0,12/10/2012 09:47:39
0,12/10/2012 09:52:40
0,12/10/2012 09:57:40
0,12/10/2012 10:02:40
0,12/10/2012 10:07:40
0,12/10/2012 10:12:41
0,12/10/2012 10:17:41
0,12/10/2012 10:22:41
0,12/10/2012 10:27:41
0,12/10/2012 10:32:41
0,12/10/2012 10:37:42
0,12/10/2012 10:42:42
0,12/10/2012 10:47:42
0,12/10/2012 10:52:42
0,12/10/2012 10:57:42
0,12/10/2012 11:02:43
0,12/10/2012 11:07:43
0,12/10/2012 11:12:43
0,12/10/2012 11:17:43
0,12/10/2012 11:22:44
0,12/10/2012 11:27:44
0,12/10/2012 11:32:44
0,12/10/2012 11:37:44
